median_income,housing_median_age,total_rooms,ocean_proximity,median_house_value
2.8611,31.0,1171.0,4.0,3.143
6.4247,14.0,2670.0,4.0,2.951
5.7787,18.0,3225.0,4.0,3.467
6.0922,7.0,2949.0,4.0,3.424
6.1509,20.0,2110.0,4.0,3.387
4.0118,8.0,4172.0,4.0,2.458
3.197,7.0,3686.0,4.0,3.671
2.9083,15.0,3333.0,4.0,1.224
4.0,24.0,2628.0,4.0,3.432
4.3182,17.0,2718.0,4.0,3.571
3.2984,21.0,2035.0,4.0,3.694
3.5585,16.0,3147.0,4.0,2.848
3.194,24.0,2171.0,4.0,2.763
4.027,31.0,2128.0,4.0,2.9
3.2308,34.0,1797.0,4.0,3.313
4.0791,11.0,10923.0,4.0,2.813
4.5694,31.0,2851.0,4.0,2.437
4.0585,29.0,3559.0,4.0,2.455
5.4904,15.0,13245.0,4.0,2.621
2.7717,25.0,2670.0,4.0,3.54
3.5341,15.0,2392.0,4.0,5.00001
3.9205,4.0,617.0,4.0,1.83
4.1282,7.0,7974.0,4.0,1.881
4.7961,4.0,1380.0,4.0,1.688
5.1837,6.0,6091.0,4.0,2.598
6.5338,13.0,2644.0,4.0,2.679
2.478,16.0,4595.0,4.0,1.856
2.25,24.0,1006.0,4.0,1.875
3.0306,19.0,5710.0,4.0,1.785
3.975,22.0,1331.0,4.0,5.00001
3.7891,10.0,1684.0,4.0,2.063
3.3536,17.0,4505.0,4.0,2.833
2.5509,26.0,5550.0,4.0,1.818
2.8893,39.0,1546.0,4.0,1.854
3.625,36.0,1977.0,4.0,1.98
2.3182,24.0,2046.0,4.0,5.00001
2.6979,19.0,1931.0,4.0,2.667
1.8214,23.0,4104.0,4.0,1.738
2.8819,33.0,2205.0,4.0,2.086
1.9562,18.0,975.0,4.0,1.925
4.1875,38.0,861.0,4.0,1.85
2.4583,35.0,928.0,4.0,1.979
3.209,14.0,5039.0,4.0,3.133
1.9891,26.0,4123.0,4.0,5.0
1.9386,17.0,1877.0,4.0,1.063
1.6318,19.0,928.0,4.0,1.875
1.5625,17.0,353.0,4.0,1.625
1.3903,26.0,1427.0,4.0,1.844
1.3269,19.0,1926.0,4.0,1.661
2.9539,19.0,2129.0,4.0,1.699
3.2917,26.0,2447.0,4.0,1.508
2.5754,23.0,3297.0,4.0,1.697
4.25,24.0,1586.0,4.0,1.503
4.0109,23.0,2062.0,4.0,1.457
3.9875,32.0,1251.0,4.0,1.429
2.7386,12.0,5963.0,4.0,2.161
5.1733,28.0,2823.0,4.0,1.981
5.276,23.0,3546.0,4.0,2.245
2.9716,15.0,3672.0,4.0,1.736
5.7409,19.0,3575.0,4.0,2.741
3.1875,5.0,3109.0,0.0,1.538
2.765,13.0,3619.0,0.0,0.985
1.6402,24.0,2580.0,4.0,1.693
4.0469,6.0,1580.0,0.0,1.624
2.4375,15.0,4784.0,4.0,1.089
2.7846,21.0,2868.0,4.0,0.912
2.7417,16.0,1057.0,4.0,0.917
2.2882,17.0,1246.0,4.0,0.858
3.7568,4.0,14960.0,4.0,1.841
4.3762,11.0,20944.0,4.0,2.155
2.4754,16.0,2150.0,4.0,1.573
2.0147,16.0,1835.0,4.0,0.877
3.0704,18.0,6235.0,4.0,1.516
4.3428,20.0,4835.0,4.0,1.521
3.676,35.0,2204.0,4.0,1.256
3.8958,4.0,1837.0,4.0,1.898
2.675,18.0,2971.0,4.0,1.171
2.6442,31.0,1502.0,4.0,1.033
2.0272,29.0,1315.0,4.0,0.996
3.8156,13.0,6131.0,0.0,1.507
6.3054,14.0,2513.0,0.0,3.59
4.3429,9.0,4609.0,0.0,1.739
4.1713,23.0,1678.0,0.0,1.338
3.7933,22.0,2329.0,0.0,1.31
3.125,14.0,3483.0,0.0,1.023
2.8558,13.0,3075.0,0.0,0.971
4.85,7.0,2499.0,0.0,1.869
3.6301,7.0,8206.0,0.0,1.709
3.1062,11.0,3737.0,4.0,1.41
2.5872,15.0,2919.0,4.0,1.556
3.33,15.0,1905.0,4.0,1.279
2.9386,13.0,4543.0,4.0,1.434
2.5729,14.0,25135.0,0.0,1.344
4.5764,17.0,2866.0,0.0,2.573
4.605,16.0,3165.0,0.0,2.633
6.2475,12.0,2924.0,0.0,3.313
5.4563,10.0,5294.0,0.0,3.257
6.1009,15.0,3310.0,0.0,3.144
2.7986,15.0,3313.0,0.0,1.899
4.0357,12.0,6358.0,0.0,2.959
5.1786,16.0,1921.0,0.0,3.768
3.0,16.0,3536.0,0.0,1.467
3.7857,16.0,2704.0,0.0,2.27
2.8393,18.0,3339.0,0.0,1.732
3.668,16.0,2792.0,0.0,1.712
2.0956,17.0,1614.0,0.0,1.344
2.375,22.0,2699.0,0.0,1.373
2.2368,7.0,2221.0,0.0,1.546
1.995,8.0,1755.0,0.0,1.469
4.5391,14.0,4687.0,0.0,1.809
4.5,11.0,2786.0,0.0,2.226
2.3214,6.0,3725.0,0.0,2.47
5.5395,14.0,1902.0,0.0,2.733
4.0882,16.0,3031.0,0.0,2.961
3.8547,17.0,2889.0,0.0,2.083
5.0507,14.0,5392.0,0.0,2.915
3.2614,19.0,3518.0,0.0,1.688
2.2393,16.0,2921.0,0.0,1.17
3.8438,14.0,1088.0,0.0,2.438
7.0177,17.0,1800.0,0.0,2.676
3.7644,14.0,3103.0,0.0,2.647
4.9375,11.0,3016.0,0.0,2.328
8.2531,17.0,2073.0,0.0,4.192
4.7647,12.0,5898.0,0.0,2.541
3.1553,17.0,2980.0,0.0,2.5
3.1906,11.0,4132.0,0.0,2.345
3.1272,11.0,4068.0,0.0,2.813
4.9335,13.0,5819.0,0.0,2.981
4.15,14.0,3337.0,0.0,2.722
4.0328,16.0,2690.0,0.0,2.946
5.543,16.0,4409.0,0.0,2.864
3.3882,17.0,3675.0,0.0,1.908
1.7217,16.0,2134.0,0.0,1.75
1.9571,15.0,1430.0,0.0,1.625
4.3068,26.0,1991.0,0.0,2.401
4.0776,13.0,3756.0,0.0,1.96
3.4359,21.0,1718.0,0.0,1.509
2.9875,13.0,2899.0,0.0,1.72
1.808,18.0,2334.0,0.0,0.97
2.0246,16.0,3224.0,0.0,1.488
4.1316,20.0,1962.0,0.0,1.625
2.1293,9.0,2486.0,0.0,1.514
4.125,34.0,544.0,0.0,1.646
4.6187,6.0,6160.0,0.0,2.05
4.1405,5.0,20908.0,0.0,1.985
5.0249,5.0,2283.0,0.0,1.967
1.8849,16.0,1420.0,0.0,0.908
2.3844,13.0,2832.0,0.0,0.986
4.4531,5.0,5764.0,0.0,1.775
3.9815,26.0,2010.0,0.0,1.426
3.5,19.0,2167.0,0.0,1.358
3.0197,26.0,1906.0,0.0,1.36
4.21,11.0,1472.0,4.0,1.756
4.2054,23.0,2145.0,0.0,1.507
2.8214,13.0,3163.0,0.0,1.219
4.3542,34.0,1852.0,0.0,1.569
2.724,8.0,973.0,4.0,1.393
3.4456,5.0,2697.0,4.0,1.658
2.066,9.0,1944.0,0.0,1.272
2.1875,19.0,1872.0,0.0,1.217
3.0982,18.0,1846.0,0.0,1.113
2.4505,25.0,1631.0,0.0,1.475
2.5119,26.0,1701.0,0.0,1.717
2.0625,22.0,2361.0,0.0,1.245
2.7961,10.0,2050.0,0.0,1.313
2.6339,13.0,1203.0,0.0,1.17
3.6181,21.0,1934.0,0.0,2.138
3.6375,19.0,4400.0,0.0,1.988
4.4844,31.0,1736.0,0.0,2.055
3.5109,29.0,3372.0,0.0,1.66
4.8929,21.0,2284.0,0.0,2.125
5.04,22.0,3337.0,0.0,2.537
2.7019,16.0,3004.0,0.0,2.169
2.9133,4.0,3371.0,4.0,2.157
2.9469,4.0,2342.0,4.0,2.161
4.2361,2.0,2629.0,4.0,1.585
4.5764,18.0,1891.0,0.0,2.07
2.9191,19.0,1569.0,0.0,1.594
3.6346,22.0,2554.0,0.0,1.925
5.0195,19.0,3337.0,0.0,2.002
4.1807,6.0,7880.0,4.0,1.826
4.2383,18.0,2143.0,4.0,2.39
5.552,7.0,2349.0,4.0,2.839
5.5956,4.0,5846.0,4.0,2.478
5.6605,17.0,1704.0,4.0,2.244
2.7644,15.0,3780.0,4.0,1.114
3.1667,17.0,821.0,4.0,1.606
2.1205,16.0,3002.0,4.0,1.573
6.2096,14.0,676.0,4.0,1.781
4.5781,9.0,4540.0,4.0,2.256
4.6357,4.0,23915.0,4.0,2.449
4.0625,11.0,2560.0,4.0,0.875
4.2826,4.0,9998.0,0.0,2.375
3.625,6.0,1487.0,0.0,1.357
4.0,4.0,3066.0,4.0,2.281
3.6736,2.0,4624.0,4.0,2.145
3.3444,13.0,4273.0,0.0,1.839
3.75,16.0,1787.0,0.0,1.638
4.8152,21.0,3765.0,0.0,2.185
4.1128,7.0,3561.0,0.0,2.097
2.6487,13.0,2937.0,0.0,1.96
2.3159,13.0,4503.0,0.0,0.916
3.0139,11.0,4091.0,0.0,1.99
3.8147,19.0,2025.0,0.0,1.392
5.0123,5.0,4576.0,4.0,2.104
2.8586,12.0,4839.0,0.0,1.633
2.2278,15.0,1889.0,4.0,1.328
3.0221,25.0,596.0,0.0,2.143
3.1793,15.0,5923.0,0.0,1.599
3.5839,5.0,4750.0,0.0,1.585
3.4833,15.0,2241.0,0.0,1.932
5.5696,17.0,1149.0,0.0,1.684
5.0346,16.0,1129.0,0.0,1.746
2.3062,15.0,1070.0,0.0,1.589
3.1776,16.0,3907.0,0.0,1.726
4.8526,16.0,1649.0,0.0,1.707
4.1053,5.0,2618.0,0.0,1.714
4.1641,16.0,1710.0,0.0,1.636
3.8967,12.0,2363.0,0.0,1.726
4.0495,12.0,2258.0,0.0,1.539
2.3267,12.0,3652.0,0.0,0.92
2.32,7.0,6225.0,0.0,1.175
3.775,19.0,3068.0,4.0,1.68
5.1194,18.0,4372.0,4.0,2.478
4.3672,4.0,3261.0,4.0,2.589
5.1814,16.0,3470.0,4.0,2.799
5.311,8.0,8552.0,4.0,2.558
6.0336,10.0,3487.0,4.0,2.403
7.745,4.0,1862.0,4.0,2.374
3.9464,14.0,3676.0,4.0,1.719
7.0423,22.0,2398.0,4.0,5.00001
4.1667,13.0,3730.0,4.0,2.271
6.3373,7.0,5320.0,4.0,2.796
7.5402,13.0,3651.0,4.0,3.403
6.617,14.0,7208.0,4.0,2.852
5.3905,12.0,5080.0,4.0,2.996
3.0426,9.0,5685.0,0.0,1.299
4.3846,15.0,1497.0,0.0,1.542
4.2357,11.0,1430.0,0.0,1.609
4.7426,16.0,2546.0,0.0,1.606
5.1842,17.0,1893.0,0.0,1.577
4.7941,24.0,2155.0,0.0,1.475
5.0461,15.0,3154.0,0.0,2.224
5.1771,17.0,5391.0,0.0,2.128
4.4477,4.0,5465.0,0.0,1.748
5.4819,12.0,2465.0,0.0,1.838
4.8554,11.0,6341.0,0.0,2.067
3.2024,15.0,2994.0,0.0,1.804
3.5462,19.0,2629.0,0.0,1.568
3.4764,13.0,3958.0,0.0,1.375
2.6152,17.0,6817.0,0.0,1.353
2.1786,33.0,555.0,0.0,1.375
3.8185,27.0,3819.0,0.0,1.372
2.3762,20.0,7746.0,0.0,0.985
2.8247,15.0,13814.0,0.0,1.5
2.25,16.0,4552.0,0.0,1.363
2.8015,12.0,8742.0,0.0,1.435
2.1437,17.0,8466.0,0.0,1.137
0.7054,43.0,107.0,0.0,1.375
4.7019,14.0,8374.0,0.0,1.911
3.1467,5.0,3159.0,0.0,1.611
4.4655,7.0,2810.0,0.0,1.828
3.7109,11.0,5546.0,0.0,1.998
2.3171,7.0,10665.0,0.0,1.595
3.4455,10.0,3208.0,0.0,1.905
4.9005,7.0,6126.0,0.0,2.64
2.082,17.0,3164.0,0.0,0.8
3.875,46.0,52.0,0.0,2.0
0.813,12.0,961.0,0.0,2.75
2.2875,17.0,2641.0,0.0,1.324
4.3513,12.0,9302.0,0.0,1.996
3.6389,45.0,1032.0,0.0,1.866
8.6803,16.0,2402.0,0.0,3.473
8.5957,8.0,2756.0,0.0,4.441
4.4375,5.0,12045.0,0.0,3.53
4.9844,23.0,3400.0,0.0,2.491
3.8292,21.0,2876.0,0.0,1.77
4.7566,23.0,3792.0,0.0,1.783
2.5284,11.0,567.0,0.0,1.225
2.5331,31.0,1356.0,0.0,1.151
2.2,28.0,2094.0,0.0,1.277
3.1429,32.0,1713.0,0.0,1.716
1.8363,37.0,1060.0,0.0,1.455
3.0915,31.0,2055.0,0.0,1.399
2.2146,31.0,1832.0,0.0,1.167
1.875,33.0,674.0,0.0,1.143
3.1458,21.0,4578.0,0.0,1.877
2.7216,32.0,2474.0,0.0,1.463
2.4122,12.0,2453.0,0.0,1.27
3.0054,17.0,5565.0,0.0,1.423
4.0484,11.0,7483.0,0.0,2.625
4.7022,15.0,7000.0,0.0,1.728
6.7957,10.0,5149.0,0.0,2.875
4.2813,17.0,2385.0,0.0,1.699
5.4786,18.0,4393.0,0.0,2.235
5.2323,22.0,2427.0,0.0,1.675
6.1868,13.0,5516.0,0.0,3.202
5.4663,25.0,3142.0,0.0,2.483
6.1834,16.0,4677.0,0.0,3.356
4.8836,16.0,3490.0,0.0,2.399
5.0278,14.0,2816.0,0.0,2.109
4.5,18.0,2087.0,0.0,2.226
4.0408,15.0,2755.0,0.0,2.259
5.5842,13.0,1406.0,0.0,2.391
5.5102,7.0,12480.0,0.0,2.21
5.4155,5.0,5673.0,0.0,1.992
2.8827,11.0,7217.0,0.0,1.667
5.2596,16.0,3204.0,0.0,1.715
3.475,11.0,3213.0,0.0,1.672
3.6348,17.0,9044.0,0.0,1.645
4.6518,17.0,401.0,0.0,1.702
5.6674,11.0,1227.0,0.0,2.098
2.4744,17.0,4190.0,1.0,1.582
2.1797,26.0,1820.0,1.0,1.563
2.7813,23.0,1731.0,1.0,1.729
3.0089,36.0,992.0,1.0,1.344
4.125,15.0,1985.0,1.0,1.482
3.875,11.0,2522.0,1.0,1.981
1.5909,24.0,1378.0,1.0,2.219
5.359,16.0,349.0,0.0,1.938
4.57,18.0,4454.0,1.0,1.899
3.3214,24.0,2746.0,1.0,1.764
3.3625,19.0,1791.0,1.0,1.0
1.9875,17.0,934.0,1.0,0.837
2.5179,18.0,382.0,1.0,0.588
2.5795,12.0,4890.0,1.0,0.987
2.919,19.0,4085.0,1.0,1.165
2.1949,22.0,2680.0,1.0,1.271
1.7137,16.0,2595.0,1.0,1.107
1.4648,28.0,1608.0,1.0,0.618
4.2321,17.0,4863.0,0.0,2.174
3.5769,12.0,4281.0,0.0,2.318
3.1196,16.0,3311.0,0.0,1.872
2.875,16.0,3688.0,0.0,2.229
6.6361,17.0,3348.0,0.0,3.086
6.1481,11.0,3874.0,0.0,2.746
4.0159,18.0,4115.0,0.0,1.691
5.5164,15.0,2053.0,0.0,2.489
6.4745,8.0,4630.0,0.0,3.003
5.7652,13.0,3268.0,0.0,2.599
6.2578,9.0,2652.0,0.0,2.931
4.7367,14.0,4085.0,0.0,2.145
3.5227,19.0,2652.0,0.0,2.061
3.6728,25.0,1178.0,3.0,5.00001
1.8981,31.0,3991.0,3.0,5.00001
4.3472,52.0,1314.0,3.0,5.00001
8.0755,52.0,2852.0,3.0,5.00001
4.9211,52.0,4985.0,3.0,5.00001
3.2356,50.0,2494.0,3.0,5.00001
4.4712,52.0,741.0,3.0,5.00001
3.1477,52.0,2583.0,3.0,5.00001
4.1607,52.0,2618.0,3.0,3.5
5.4378,52.0,3278.0,3.0,5.00001
2.5875,52.0,812.0,3.0,5.00001
3.6065,52.0,4088.0,3.0,4.333
6.3245,52.0,1288.0,3.0,5.00001
4.775,52.0,1860.0,3.0,5.00001
4.2015,52.0,2094.0,3.0,4.125
7.7852,12.0,1349.0,3.0,2.5
2.8229,52.0,2450.0,3.0,3.75
1.9063,52.0,1642.0,3.0,3.0
2.75,52.0,1394.0,3.0,1.688
3.3839,52.0,1724.0,3.0,4.0
1.8295,52.0,1866.0,3.0,2.438
0.8836,30.0,1821.0,3.0,4.5
5.866,52.0,3697.0,3.0,5.00001
3.5746,52.0,2892.0,3.0,3.5
2.9871,52.0,3598.0,3.0,3.8
4.3472,52.0,2797.0,3.0,5.00001
4.2458,52.0,3823.0,3.0,4.5
2.0987,52.0,3321.0,3.0,4.583
3.3643,52.0,1777.0,3.0,4.2
2.5603,52.0,3067.0,3.0,2.875
2.565,52.0,3457.0,3.0,2.25
2.1343,52.0,3364.0,3.0,4.0
2.5013,52.0,3511.0,3.0,2.75
3.0296,52.0,2909.0,3.0,5.00001
3.3681,52.0,3302.0,3.0,5.00001
3.5066,52.0,2161.0,3.0,3.5
1.9145,52.0,1999.0,3.0,2.25
1.3668,52.0,2302.0,3.0,0.55
0.9,52.0,3260.0,3.0,5.00001
4.5581,25.0,4561.0,3.0,5.00001
1.4552,52.0,1185.0,3.0,4.5
1.5156,52.0,1436.0,3.0,2.375
3.2059,52.0,3610.0,3.0,5.00001
2.5166,52.0,6016.0,3.0,2.75
1.8068,52.0,2737.0,3.0,2.25
1.724,52.0,5783.0,3.0,2.25
2.3304,26.0,812.0,3.0,5.00001
0.8543,27.0,1728.0,3.0,5.00001
3.7679,39.0,3275.0,3.0,5.00001
4.2857,52.0,1724.0,3.0,5.00001
4.6781,52.0,4309.0,3.0,5.00001
3.9028,52.0,1375.0,3.0,5.00001
5.0376,52.0,2869.0,3.0,5.00001
4.5523,52.0,3257.0,3.0,5.00001
3.2447,52.0,1580.0,3.0,5.00001
2.7717,52.0,1006.0,3.0,5.0
4.625,52.0,3149.0,3.0,5.00001
7.9761,52.0,3161.0,3.0,5.00001
5.2539,52.0,2865.0,3.0,5.00001
3.9856,52.0,1603.0,3.0,5.00001
4.1047,52.0,3172.0,3.0,4.667
4.199,52.0,2788.0,3.0,4.0
3.3715,52.0,2994.0,3.0,5.0
3.6893,52.0,1976.0,3.0,4.75
3.2235,52.0,1006.0,3.0,5.0
4.0417,52.0,1380.0,3.0,5.00001
4.038,52.0,2657.0,3.0,5.00001
5.0365,52.0,2696.0,3.0,5.0
5.7934,52.0,2520.0,3.0,5.00001
4.5399,52.0,2802.0,3.0,5.00001
4.5913,52.0,4079.0,3.0,5.00001
4.0156,48.0,4506.0,3.0,5.00001
3.8068,52.0,3565.0,3.0,5.00001
7.2623,52.0,3486.0,3.0,5.00001
5.8543,52.0,6186.0,3.0,5.00001
5.3124,52.0,1979.0,3.0,5.00001
10.8783,52.0,1335.0,3.0,5.00001
8.0755,52.0,2045.0,3.0,5.00001
15.0001,52.0,1447.0,3.0,5.00001
10.0914,52.0,2196.0,3.0,5.00001
5.5634,52.0,3069.0,3.0,5.00001
1.4804,52.0,1734.0,3.0,4.25
10.7097,52.0,1457.0,3.0,5.00001
14.2959,52.0,899.0,3.0,5.00001
5.2909,52.0,2106.0,3.0,5.00001
3.975,52.0,1817.0,3.0,5.00001
4.4375,52.0,3640.0,3.0,5.00001
6.4209,52.0,3785.0,3.0,5.00001
4.3986,52.0,3522.0,3.0,5.00001
4.2042,52.0,3219.0,3.0,5.00001
2.6607,52.0,2511.0,3.0,0.875
3.4423,6.0,670.0,3.0,1.175
2.7165,50.0,3312.0,3.0,5.00001
3.4375,52.0,3020.0,3.0,5.00001
5.0049,25.0,1637.0,3.0,4.6
4.4464,52.0,1903.0,3.0,5.00001
4.0882,52.0,2083.0,3.0,4.688
3.6812,52.0,1726.0,3.0,5.0
2.8569,52.0,2695.0,3.0,3.722
3.1576,45.0,2747.0,3.0,3.333
3.7188,46.0,2009.0,3.0,5.00001
5.0156,52.0,3975.0,3.0,5.00001
2.6782,24.0,2459.0,3.0,4.5
1.3062,10.0,2380.0,3.0,2.2
1.4866,39.0,1181.0,3.0,2.375
3.7159,52.0,1345.0,3.0,4.944
4.0,52.0,2686.0,3.0,3.553
5.2806,47.0,1682.0,3.0,4.0
3.6875,37.0,1235.0,3.0,4.923
2.8654,52.0,3510.0,3.0,2.8
3.875,44.0,1545.0,3.0,4.125
4.1319,43.0,1452.0,3.0,3.227
3.2011,48.0,1013.0,3.0,4.283
3.6667,52.0,2033.0,3.0,4.184
2.151,16.0,883.0,3.0,1.469
2.9792,49.0,2246.0,3.0,3.5
3.3882,52.0,3017.0,3.0,4.714
2.943,52.0,2747.0,3.0,3.417
2.4196,52.0,1118.0,3.0,3.462
3.1607,31.0,1364.0,3.0,2.938
2.6392,26.0,3587.0,3.0,2.875
3.6437,2.0,1205.0,3.0,2.75
3.1462,19.0,4065.0,3.0,1.875
1.8438,17.0,1257.0,3.0,0.725
1.077,17.0,2728.0,3.0,1.15
0.9355,24.0,2037.0,3.0,1.125
2.4414,52.0,989.0,3.0,2.75
2.1516,52.0,1254.0,3.0,1.875
1.3844,29.0,1310.0,3.0,1.775
2.105,52.0,1952.0,3.0,3.167
2.8202,52.0,4014.0,3.0,4.429
2.9567,52.0,3944.0,3.0,4.25
2.5721,52.0,2911.0,3.0,4.75
2.0161,52.0,2705.0,3.0,3.643
3.3679,52.0,2339.0,3.0,3.5
3.3068,52.0,3188.0,3.0,5.00001
3.0906,52.0,1722.0,3.0,5.00001
3.6186,52.0,3475.0,3.0,5.00001
4.1417,52.0,2296.0,3.0,5.0
3.0409,52.0,2191.0,3.0,5.0
3.35,52.0,2645.0,3.0,4.929
3.3702,52.0,3563.0,3.0,3.357
4.445,52.0,1760.0,3.0,4.0
3.2239,52.0,2002.0,3.0,4.889
3.0766,52.0,2994.0,3.0,4.389
2.5186,52.0,1086.0,3.0,2.5
2.879,52.0,1925.0,3.0,4.5
2.6914,52.0,1567.0,3.0,3.667
2.3977,52.0,2514.0,3.0,4.125
2.3887,52.0,2416.0,3.0,3.375
3.2981,52.0,1862.0,3.0,2.227
2.7587,52.0,4397.0,3.0,3.545
3.6894,52.0,2685.0,3.0,4.188
5.1788,52.0,2537.0,3.0,4.769
4.4085,52.0,5604.0,3.0,4.0
6.8939,38.0,2202.0,3.0,4.559
4.4875,52.0,3225.0,3.0,5.00001
4.3667,52.0,3505.0,3.0,5.00001
4.6912,50.0,2518.0,3.0,5.00001
4.6477,52.0,1457.0,3.0,4.5
3.575,52.0,3095.0,3.0,5.00001
4.5052,52.0,3939.0,3.0,5.00001
1.1185,52.0,1928.0,3.0,0.55
1.4554,52.0,1534.0,3.0,3.75
3.8625,52.0,254.0,3.0,3.5
3.2292,52.0,361.0,3.0,2.75
2.6083,52.0,1963.0,3.0,1.938
2.5742,32.0,352.0,3.0,3.5
3.4671,52.0,849.0,3.0,2.5
1.8519,52.0,1014.0,3.0,0.325
4.7105,3.0,3464.0,3.0,2.75
3.6037,5.0,1405.0,3.0,1.875
4.6563,52.0,94.0,3.0,3.5
2.7909,26.0,5416.0,3.0,2.5
1.6125,52.0,464.0,3.0,1.125
4.3958,52.0,144.0,3.0,2.25
2.0548,52.0,759.0,3.0,1.625
1.375,52.0,1176.0,3.0,3.125
1.3365,37.0,1291.0,3.0,2.25
2.7794,52.0,2185.0,3.0,3.5
2.5755,52.0,4226.0,3.0,3.25
2.5403,52.0,3587.0,3.0,2.5
3.6031,52.0,2714.0,3.0,2.75
3.8261,52.0,1582.0,3.0,2.5
2.8458,52.0,2250.0,3.0,3.5
4.2222,52.0,2959.0,3.0,3.616
4.6053,30.0,5089.0,3.0,3.861
4.3232,28.0,4930.0,3.0,3.162
4.05,35.0,1581.0,3.0,4.231
5.2519,50.0,2589.0,3.0,3.766
5.6235,51.0,2564.0,3.0,5.00001
3.3702,52.0,1968.0,3.0,3.7
3.9079,52.0,2110.0,3.0,3.7
5.0731,52.0,2509.0,3.0,4.054
3.5655,52.0,3771.0,3.0,4.273
4.75,52.0,2242.0,3.0,5.00001
4.2569,52.0,2356.0,3.0,4.554
3.3565,52.0,3708.0,3.0,3.864
3.3937,52.0,4407.0,3.0,2.7
3.5052,52.0,4001.0,3.0,3.912
2.6803,52.0,2088.0,3.0,4.9
2.0329,52.0,1190.0,3.0,2.25
2.5701,52.0,2038.0,3.0,2.667
1.65,52.0,1494.0,3.0,2.65
1.3824,46.0,2150.0,3.0,2.125
2.1289,52.0,1855.0,3.0,2.5
3.3816,52.0,1207.0,3.0,2.625
2.1971,52.0,801.0,3.0,2.75
2.2328,52.0,1609.0,3.0,2.5
2.7173,52.0,1974.0,3.0,3.0
3.5536,52.0,2112.0,3.0,4.0
2.9052,52.0,2708.0,3.0,4.0
3.0,52.0,1564.0,3.0,2.75
3.575,52.0,2700.0,3.0,3.968
4.0625,52.0,1970.0,3.0,3.556
4.0568,52.0,2459.0,3.0,3.879
4.4318,52.0,2332.0,3.0,4.375
4.7946,52.0,2285.0,3.0,3.556
4.0,52.0,3114.0,3.0,3.75
4.2708,52.0,2082.0,3.0,3.689
3.7545,52.0,2721.0,3.0,3.837
4.2667,46.0,1519.0,3.0,3.388
5.0505,52.0,1573.0,3.0,3.804
3.5114,52.0,1615.0,3.0,3.475
4.875,52.0,3521.0,3.0,3.622
3.95,52.0,2960.0,3.0,3.477
3.2632,52.0,2164.0,3.0,3.06
4.6547,52.0,2713.0,3.0,3.257
3.0833,52.0,1786.0,3.0,3.281
5.0196,52.0,2229.0,3.0,3.243
3.775,52.0,2155.0,3.0,3.259
5.0519,40.0,4850.0,3.0,3.561
4.5469,21.0,5457.0,3.0,4.097
4.2672,23.0,6291.0,3.0,3.919
4.8382,52.0,2074.0,3.0,2.949
4.5375,23.0,184.0,3.0,3.5
4.7437,52.0,3328.0,3.0,3.31
3.8846,52.0,2637.0,3.0,3.331
5.3292,52.0,1514.0,3.0,3.009
5.0602,52.0,1142.0,3.0,2.989
5.0782,52.0,1029.0,3.0,3.108
1.4886,52.0,248.0,3.0,4.5
4.0042,52.0,624.0,3.0,2.083
3.675,52.0,157.0,3.0,1.625
3.9722,52.0,1877.0,3.0,2.909
4.5057,52.0,2316.0,3.0,3.216
3.7051,52.0,3390.0,3.0,2.537
2.8679,44.0,6848.0,3.0,2.433
4.119,52.0,4265.0,3.0,2.983
4.4375,52.0,1495.0,3.0,3.2
4.4074,52.0,1185.0,3.0,2.773
1.9944,52.0,1427.0,3.0,2.625
2.9312,52.0,1529.0,3.0,2.391
2.8135,52.0,3452.0,3.0,2.603
3.4028,52.0,2064.0,3.0,2.333
3.0865,52.0,492.0,3.0,2.25
2.6667,52.0,351.0,3.0,3.25
3.0774,52.0,2479.0,3.0,3.0
3.2964,52.0,2605.0,3.0,2.65
2.0577,52.0,1182.0,3.0,2.146
2.4531,52.0,1057.0,3.0,2.29
3.4063,52.0,1919.0,3.0,2.539
4.2891,52.0,1892.0,3.0,2.3
2.5809,52.0,1678.0,3.0,2.553
2.0325,52.0,2164.0,3.0,1.781
2.3903,52.0,2452.0,3.0,2.361
2.6538,9.0,1282.0,3.0,2.063
2.5694,42.0,4110.0,3.0,2.01
4.3393,43.0,4864.0,3.0,2.173
3.4472,45.0,3490.0,3.0,2.254
2.59,45.0,2462.0,3.0,2.118
1.4282,18.0,4037.0,3.0,1.404
1.4133,15.0,6804.0,3.0,2.034
2.1767,45.0,1462.0,3.0,1.853
2.625,20.0,120.0,3.0,1.875
2.1667,38.0,1388.0,3.0,1.938
2.2222,46.0,1517.0,3.0,1.951
2.9063,52.0,1931.0,3.0,1.92
2.8603,52.0,1070.0,3.0,1.89
2.6364,48.0,1489.0,3.0,1.993
1.1125,28.0,1609.0,3.0,2.063
3.6607,45.0,2893.0,3.0,1.923
2.1484,52.0,135.0,3.0,1.813
3.7813,52.0,3065.0,3.0,2.759
4.1417,38.0,1754.0,3.0,2.708
4.7031,34.0,1403.0,3.0,2.552
3.4073,52.0,2524.0,3.0,2.547
3.5912,52.0,2515.0,3.0,2.849
3.6687,48.0,409.0,3.0,3.35
1.9464,52.0,831.0,3.0,2.49
5.5563,52.0,1842.0,3.0,2.508
4.2212,52.0,2019.0,3.0,2.713
4.0391,52.0,1916.0,3.0,2.799
3.8864,52.0,1674.0,3.0,2.813
